#   Sourced from U.S. Department of Energy (DOE), National Nuclear Security Administration, 
#    Nevada Field Office "United States Nuclear Tests July 1945 through September 1992" report (DOE/NV-209, 2016)
#   Edited and reformatted by Louisa Barama August 2021 (lbarama@gatech.edu)
#------------------------------------------------------------------------------------------------------------------#
Test  Detonation                          Date(GMT)   Sponsor       Location                   Hole          Type        Time(GMT)    Lat         Long          Surface_Elev(ft)  Height/Depth(ft)  Purpose                              Yield_Range(kt)  Test
508   Stanley                             07/27/1967  LLNL          NNSS                       U10q          Shaft       13:00:00.12  37.148685   -116.049404   4237              -1587             Weapons_Related                      20_to_200        508
759   Stanyan                             09/26/1974  LLNL          NNSS                       U2aw          Shaft       15:05:00.17  37.132581   -116.069261   4271              -1880             Weapons_Related                      20_to_200        759
266   Starfish_Prime                      07/09/1962  LANL/DoD      Johnston_Island_area       UNKN          Rocket      09:00:00.00  16.468422   -169.630075   0                 1320000           Weapons_Effects                      1400             266
724   Starwort                            04/26/1973  LLNL          NNSS                       U2bs          Shaft       17:15:00.17  37.122999   -116.059385   4226              -1850             Weapons_Related                      90               724
480   Sterling                            12/03/1966  LLNL/DoD      Hattiesburg_Mississippi    UNKN          Shaft       12:15:00.05  31.142300   -89.570000    265               -2710             Vela_Uniform                         .380             480
208   Stillwater                          02/08/1962  LLNL          NNSS                       U9c           Shaft       18:00:00.16  37.127202   -116.053524   4209              -595              Weapons_Related                      3.07             208
525   Stilt                               12/15/1967  LANL          NNSS                       U3fh          Shaft       15:00:00.04  37.036640   -116.002858   4038              -1091             Weapons_Related                      Less_than_20     525
774   Stilton                             06/03/1975  LLNL/DoD      NNSS                       U20p          Shaft       14:20:00.17  37.340002   -116.523770   5560              -2400             Weapons_Related                      20_to_200        774
538   Stinger                             03/22/1968  LANL          NNSS                       U19l          Shaft       15:00:00.04  37.332546   -116.311550   6766              -2191             Weapons_Related                      20_to_200        538
205   Stoat                               01/09/1962  LANL          NNSS                       U3ap          Shaft       16:30:00.14  37.044592   -116.035932   4021              -992              Weapons_Related                      5.1              205
563   Stoddard                            09/17/1968  LLNL          NNSS                       U2cmS         Shaft       14:00:00.04  37.119816   -116.128344   4583              -1535             Plowshare                            31               563
99    Stokes                              08/07/1957  LANL          NNSS                       Area_7        Balloon     12:25:00.00  37.086540   -116.024805   4186              1500              Weapons_Related                      19               99
322   Stones                              05/22/1963  LANL          NNSS                       U9ae          Shaft       15:40:00.14  37.111002   -116.039936   4213              -1290             Weapons_Related                      Intermediate     322
796   Strait                              03/17/1976  LANL          NNSS                       U4a           Shaft       14:45:00.09  37.107238   -116.053345   4169              -2567             Weapons_Related                      200_to_500       796
815   Strake                              08/04/1977  LANL          NNSS                       U7ae          Shaft       16:40:00.07  37.086522   -116.007738   4266              -1698             Weapons_Related                      20_to_150        815
361   Sturgeon                            04/15/1964  LANL          NNSS                       U3bo          Shaft       14:30:00.12  37.043873   -116.019236   4019              -491              Weapons_Related                      Less_than_20     361
449   Stutz                               04/06/1966  LLNL          NNSS                       U2ca          Shaft       13:57:17.10  37.139472   -116.141747   4872              -742              Weapons_Related                      Less_than_20     449
405   Suede                               03/20/1965  LLNL          NNSS                       U9bk          Shaft       15:30:49.10  37.115376   -116.027364   4307              -470              Weapons_Related                      Less_than_20     405
21    Sugar                               11/19/1951  LANL/DoD      NNSS                       Area_9        Surface     17:00:00.00  37.131467   -116.039417   4215              4                 Weapons_Effects                      1.2              21
396   Sulky                               12/18/1964  LLNL          NNSS                       U18d          Shaft       19:35:00.09  37.082661   -116.343440   5329              -89               Plowshare                            .092             396
1037  Sundown-A                           09/20/1990  LANL          NNSS                       U1d           Shaft       16:15:00.00  37.038170   -116.057667   4047              -887              Safety_Experiment                    Less_than_20     1037
1037  Sundown-B                           09/20/1990  LANL          NNSS                       U1d           Shaft       16:15:00.00  37.038170   -116.057667   4047              -840              Safety_Experiment                    Less_than_20     1037
267   Sunset                              07/10/1962  LANL          Christmas_Island_area      UNKN          Airdrop     16:33:00.00  1.520000    -157.280000   0                 5000              Weapons_Related                      1000             267
806   Sutter                              12/21/1976  LLNL          NNSS                       U2bw          Shaft       15:58:00.16  37.151851   -116.064305   4312              -657              Weapons_Related                      Less_than_20     806
241   Swanee                              05/14/1962  LLNL          Christmas_Island_area      UNKN          Airdrop     15:21:00.00  1.570000    -157.365000   0                 2940              Weapons_Related                      97               241
504   Switch                              06/22/1967  LLNL          NNSS                       U9bv          Shaft       13:10:00.00  37.125507   -116.029525   4277              -991              Plowshare                            3.1              504
238   Swordfish                           05/11/1962  LANL/DoD      Pacific                    UNKN          Underwater  20:02:00.00  31.233333   -124.216667   0                 UNKN              Weapons_Effects                      Low              238
131   Sycamore                            05/31/1958  LLNL          Bikini_Atoll               UNKN          Barge       03:00:00.00  11.697275   165.280000    0                 12                Weapons_Related                      92               131
874   Tafi                                07/25/1980  LLNL          NNSS                       U20ae         Shaft       19:05:00.08  37.256269   -116.478298   6189              -2232             Weapons_Related                      20_to_150        874
1000  Tahoka                              08/13/1987  LANL          NNSS                       U3mf          Shaft       14:00:00.09  37.060912   -116.046175   4067              -2095             Weapons_Related                      20_to_150        1000
704   Tajique                             06/28/1972  LANL          NNSS                       U7aa          Shaft       16:30:00.07  37.069546   -115.992974   4267              -1090             Weapons_Related                      Less_than_20     704
980   Tajo                                06/05/1986  LANL          NNSS                       U7bl          Shaft       15:04:00.06  37.098243   -116.016380   4317              -1700             Weapons_Related                      20_to_150        980
168   Tamalpais                           10/08/1958  LLNL          NNSS                       U12b.02       Tunnel      22:00:00.13  37.195257   -116.201330   6947              -330              Weapons_Related                      .072             168
463   Tan                                 06/03/1966  LANL          NNSS                       U7k           Shaft       14:00:00.04  37.068410   -116.036173   4070              -1840             Weapons_Related                      20_to_200        463
245   Tanana                              05/25/1962  LLNL          Christmas_Island_area      UNKN          Airdrop     16:08:00.00  1.550000    -157.350000   0                 9030              Weapons_Related                      2.6              245
471   Tangerine                           08/12/1966  LANL          NNSS                       U3eb          Shaft       15:36:00.05  37.046264   -116.030188   4021              -288              Safety_Experiment                    Less_than_20     471
556   Tanya                               07/30/1968  LLNL          NNSS                       U2dt          Shaft       13:00:00.00  37.116718   -116.083109   4257              -1250             Weapons_Related                      20_to_200        556
458   Tapestry                            05/12/1966  LLNL          NNSS                       U2an          Shaft       19:37:26.20  37.134240   -116.071989   4291              -816              Weapons_Related                      Less_than_20     458
601   Tapper                              06/12/1969  LANL          NNSS                       U3go          Shaft       14:00:00.04  37.008778   -116.031186   3965              -994              Weapons_Related                      Less_than_20     601
865   Tarko                               02/28/1980  LLNL          NNSS                       U2fd          Shaft       15:00:00.09  37.126500   -116.089376   4287              -1209             Weapons_Related                      Less_than_20     865
298   Taunton                             12/04/1962  LLNL          NNSS                       U9aa          Shaft       16:00:00.15  37.128037   -116.050875   4209              -749              Weapons_Related                      Low              298
151   Teak                                08/01/1958  LANL/DoD      Johnston_Island_area       UNKN          Rocket      10:50:00.00  16.743889   -169.533333   0                 252000            Weapons_Effects                      3800             151
933   Techado                             09/22/1983  LANL          NNSS                       U4o           Shaft       15:00:00.12  37.105563   -116.050269   4159              -1747             Weapons_Related                      Less_than_150    933
412   Tee                                 05/07/1965  LLNL          NNSS                       U2ab          Shaft       15:47:11.15  37.140318   -116.067522   4297              -624              Weapons_Effects                      7                412
321   Tejon                               05/17/1963  LANL          NNSS                       U3cg          Shaft       14:55:00.00  37.048291   -116.033225   4026              -245              Safety_Experiment                    Low              321
766   Teleme                              02/06/1975  LLNL          NNSS                       U9cl          Shaft       16:13:00.17  37.114067   -116.021904   4354              -1001             Weapons_Related                      Less_than_20     766
762   Temescal                            11/02/1974  LLNL          NNSS                       U4ab          Shaft       15:30:00.16  37.093142   -116.092544   4234              -862              Weapons_Related                      Less_than_20     762
447   Templar                             03/24/1966  LLNL          NNSS                       U9bt          Shaft       14:55:28.14  37.113290   -116.032221   4271              -492              Plowshare                            .370             447
1039  Tenabo                              10/12/1990  LLNL          NNSS                       U20bb         Shaft       17:30:00.08  37.247807   -116.495104   6226              -1969             Weapons_Related                      20_to_150        1039
902   Tenaja                              04/17/1982  LANL          NNSS                       U3lh          Shaft       18:00:00.09  37.016770   -116.010735   3952              -1169             Weapons_Related                      Less_than_20     902
299   Tendrac                             12/07/1962  LANL/UK       NNSS                       U3ba          Shaft       19:00:00.10  37.051697   -116.030177   4033              -993              Joint_US-UK                          Low              299
398   Tern                                01/29/1965  LANL          NNSS                       U3dw          Shaft       18:22:00.03  37.044943   -116.014094   4032              -691              Weapons_Related                      Less_than_20     398
627   Terrine-White                       12/18/1969  LLNL          NNSS                       U9bi_#1       Shaft       19:00:00.04  37.120431   -116.035642   4235              -1500             Weapons_Related                      20_to_200        627
627   Terrine-Yellow                      12/18/1969  LLNL          NNSS                       U9bi_#2       Shaft       19:00:00.04  37.120640   -116.029477   4278              -1370             Weapons_Related                      20_to_200        627
52    Tesla                               03/01/1955  LLNL          NNSS                       Area_9        Tower       13:30:00.00  37.125389   -116.048387   4021              300               Weapons_Related                      7                52
84    Tewa                                07/20/1956  LLNL          Bikini_Atoll               UNKN          Barge       17:46:00.00  11.680000   165.341000    0                 15                Weapons_Related                      5000             84
1020  Texarkana                           02/10/1989  LANL          NNSS                       U7ca          Shaft       20:06:00.06  37.076736   -116.001481   4244              -1654             Weapons_Related                      20_to_150        1020
596   Thistle                             04/30/1969  LANL          NNSS                       U7t           Shaft       17:00:00.04  37.090220   -116.006509   4291              -1839             Weapons_Related                      20_to_200        596
541   Throw                               04/10/1968  LLNL          NNSS                       U2bg          Shaft       14:00:00.00  37.156631   -116.083142   4408              -757              Weapons_Related                      Less_than_20     541
425   Ticking                             08/21/1965  LLNL          NNSS                       U9bj          Shaft       13:43:08.15  37.112583   -116.026890   4314              -690              Weapons_Related                      Less_than_20     425
955   Tierra                              12/15/1984  LLNL          NNSS                       U19ac         Shaft       14:45:00.00  37.281310   -116.306296   7038              -2100             Weapons_Related                      20_to_150        955
294   Tightrope                           11/04/1962  LANL/DoD      Johnston_Island_area       UNKN          Rocket      07:30:00.00  16.707419   -169.542406   0                 tens_of_miles     Weapons_Effects                      Low              294
657   Tijeras                             10/14/1970  LANL          NNSS                       U7y           Shaft       14:30:00.04  37.070608   -116.005994   4187              -1839             Weapons_Related                      20_to_200        657
895   Tilci                               11/11/1981  LLNL          NNSS                       U4ak          Shaft       20:00:09.09  37.076273   -116.069360   4131              -1460             Weapons_Related                      20_to_150        895
576   Tinderbox                           11/22/1968  LLNL          NNSS                       U9az          Shaft       16:19:00.04  37.139862   -116.043129   4225              -1442             Weapons_Related                      Less_than_20     576
420   TinyTot                             06/17/1965  LLNL/DoD      NNSS                       U15e          Tunnel      17:00:00.09  37.223368   -116.057840   5022              -364              Weapons_Effects                      Less_than_20     420
285   Tioga                               10/18/1962  LLNL          NNSS                       U9f           Shaft       15:00:00.15  37.128502   -116.041116   4203              -195              Weapons_Related                      Low              285
194   Titania                             10/30/1958  LLNL          NNSS                       Area_8        Tower       20:34:00.00  37.177200   -116.070050   4403              25                Safety_Experiment                    0.0002           194
130   Tobacco                             05/30/1958  LANL          Enewetak_Atoll             UNKN          Barge       02:15:00.00  11.691220   162.214650    0                 10                Weapons_Related                      11.6             130
450   Tomato                              04/07/1966  LANL          NNSS                       U3ek          Shaft       22:27:30.04  37.017361   -115.993093   4010              -742              Weapons_Related                      Less_than_20     450
931   Tomme/Midnight_Zephyr               09/21/1983  LLNL/DoD      NNSS                       U12n.18       Tunnel      15:00:00.09  37.209695   -116.210129   7401              -1328             Weapons_Effects                      Less_than_20     931
768   Topgallant                          02/28/1975  LANL          NNSS                       U4e           Shaft       15:15:00.09  37.106153   -116.057123   4173              -2340             Weapons_Related                      20_to_200        768
831   Topmast                             03/23/1978  LANL          NNSS                       U7ay          Shaft       16:30:00.11  37.098815   -116.020490   4296              -1502             Weapons_Related                      Less_than_20     831
532   Torch                               02/21/1968  LANL          NNSS                       U3fj          Shaft       15:00:00.04  37.041584   -116.002819   4059              -789              Weapons_Related                      Less_than_20     532
991   Tornero                             02/11/1987  LANL          NNSS                       U3ll          Shaft       16:45:00.07  37.010640   -116.045556   3981              -979              Weapons_Related                      Less_than_20     991
340   Tornillo                            10/11/1963  LLNL          NNSS                       U9aq          Shaft       21:00:00.16  37.118693   -116.034731   4244              -491              Plowshare                            .380             340
600   Torrido                             05/27/1969  LANL          NNSS                       U7w           Shaft       14:15:00.04  37.075055   -115.996182   4256              -1689             Weapons_Related                      20_to_200        600
939   Tortugas                            03/01/1984  LANL          NNSS                       U3gg          Shaft       17:45:00.09  37.065718   -116.047164   4079              -2095             Weapons_Related                      20_to_150        939
961   Towanda                             05/02/1985  LANL          NNSS                       U19ab         Shaft       15:20:00.08  37.253352   -116.326091   6928              -2166             Weapons_Related                      20_to_150        961
311   Toyah                               03/15/1963  LLNL          NNSS                       U9ac          Shaft       16:22:53.14  37.125782   -116.045645   4197              -429              Weapons_Related                      Low              311
836   Transom                             05/10/1978  LANL          NNSS                       U4f           Shaft       15:00:00.07  37.087728   -116.053499   4129              -2100             Weapons_Related                      Zero             836
455   Traveler                            05/04/1966  LLNL          NNSS                       U2cd          Shaft       13:32:17.09  37.137027   -116.138007   4781              -648              Weapons_Related                      Less_than_20     455
892   Trebbiano                           09/04/1981  LANL          NNSS                       U3lj          Shaft       15:00:00.10  37.058040   -116.048943   4062              -1002             Weapons_Related                      Less_than_20     892
1     Trinity                             07/16/1945  LANL          near_AlamogordoNew_Mexico  UNKN          Tower       12:29:00.00  33.677280   -106.475378   4624              100               Weapons_Related                      21               1
376   Trogon                              07/24/1964  LANL          NNSS                       U3dj          Shaft       18:30:00.04  37.046036   -116.013053   4039              -633              Weapons_Related                      Less_than_20     376
658   Truchas-Chacon                      10/28/1970  LANL          NNSS                       U3hn          Shaft       14:30:00.03  37.013969   -116.018812   3968              -389              Safety_Experiment                    Less_than_20     658
658   Truchas-Chamisal                    10/28/1970  LANL          NNSS                       U3ho          Shaft       14:30:00.04  37.013968   -116.018127   3968              -388              Safety_Experiment                    Less_than_20     658
658   Truchas-Rodarte                     10/28/1970  LANL          NNSS                       U3hm          Shaft       14:30:00.04  37.014762   -116.020175   3970              -874              Weapons_Related                      Less_than_20     658
250   Truckee                             06/09/1962  LLNL          Christmas_Island_area      UNKN          Airdrop     15:37:00.00  1.490000    -157.327000   0                 6970              Weapons_Related                      210              250
758   Trumbull                            09/26/1974  LLNL          NNSS                       U4aa          Shaft       14:30:00.16  37.093157   -116.095630   4251              -863              Weapons_Related                      Less_than_20     758
550   Tub-A                               06/06/1968  LLNL          NNSS                       U10aj_C       Shaft       21:30:00.00  37.167432   -116.043359   4294              -620              Weapons_Related                      Less_than_20     550
550   Tub-B                               06/06/1968  LLNL          NNSS                       U10aj_B       Shaft       21:30:00.00  37.165358   -116.044309   4285              -620              Weapons_Related                      Less_than_20     550
550   Tub-C                               06/06/1968  LLNL          NNSS                       U10aj_F       Shaft       21:30:00.00  37.165346   -116.041550   4298              -620              Weapons_Related                      Less_than_20     550
550   Tub-D                               06/06/1968  LLNL          NNSS                       U10aj_D       Shaft       21:30:00.00  37.166936   -116.045676   4282              -896              Weapons_Related                      Less_than_20     550
550   Tub-F                               06/06/1968  LLNL          NNSS                       U10aj_A       Shaft       21:30:00.00  37.166925   -116.042920   4294              -620              Weapons_Related                      Less_than_20     550
1024  Tulia                               05/26/1989  LANL          NNSS                       U4s           Shaft       18:07:00.02  37.085818   -116.056000   4125              -1305             Weapons_Related                      Less_than_20     1024
714   Tuloso                              12/12/1972  LANL          NNSS                       U3gi          Shaft       16:30:00.04  37.031253   -116.022094   3991              -889              Weapons_Related                      Less_than_20     714
349   Tuna                                12/20/1963  LANL          NNSS                       U3de          Shaft       15:24:00.13  37.052743   -116.034247   4035              -1359             Weapons_Related                      Low              349
624   Tun-A                               12/10/1969  LLNL          NNSS                       U10am_#1      Shaft       15:30:00.07  37.167656   -116.080143   4429              -655              Weapons_Related                      Less_than_20     624
624   Tun-B                               12/10/1969  LLNL          NNSS                       U10am_#2      Shaft       15:30:00.07  37.169441   -116.080129   4434              -636              Weapons_Related                      Less_than_20     624
624   Tun-C                               12/10/1969  LLNL          NNSS                       U10am_#3      Shaft       15:30:00.07  37.167642   -116.077912   4415              -636              Weapons_Related                      Less_than_20     624
624   Tun-D                               12/10/1969  LLNL          NNSS                       U10am_#4      Shaft       15:30:00.07  37.169427   -116.077891   4420              -841              Weapons_Related                      Less_than_20     624
363   Turf                                04/24/1964  LLNL          NNSS                       U10c          Shaft       20:10:00.15  37.149544   -116.056260   4322              -1661             Weapons_Related                      20_to_200        363
53    Turk                                03/07/1955  LLNL          NNSS                       Area_2        Tower       13:20:00.00  37.138372   -116.118258   4491              500               Weapons_Related                      43               53
386   Turnstone                           10/16/1964  LANL          NNSS                       U3dt          Shaft       15:59:30.03  37.033470   -116.025670   3996              -412              Weapons_Related                      Less_than_20     386
921   Turquoise                           04/14/1983  LANL          NNSS                       U7bu          Shaft       19:05:00.12  37.072790   -116.046825   4088              -1749             Weapons_Related                      Less_than_150    921
416   Tweed                               05/21/1965  LLNL          NNSS                       U9bn          Shaft       13:08:52.11  37.118498   -116.028555   4292              -933              Weapons_Related                      Less_than_20     416
773   Tybo                                05/14/1975  LLNL          NNSS                       U20y          Shaft       14:00:00.16  37.220730   -116.475069   6257              -2510             Weapons_Related                      200_to_1000      773
579   Tyg-A                               12/12/1968  LLNL          NNSS                       U2dc_#4       Shaft       15:10:00.08  37.120775   -116.081431   4265              -749              Weapons_Related                      Less_than_20     579
579   Tyg-B                               12/12/1968  LLNL          NNSS                       U2dc_#5       Shaft       15:10:00.08  37.117543   -116.080434   4254              -824              Weapons_Related                      Less_than_20     579
579   Tyg-C                               12/12/1968  LLNL          NNSS                       U2dc_#3       Shaft       15:10:00.08  37.118001   -116.078105   4249              -749              Weapons_Related                      Less_than_20     579
579   Tyg-D                               12/12/1968  LLNL          NNSS                       U2dc_#2       Shaft       15:10:00.08  37.121234   -116.079102   4261              -679              Weapons_Related                      Less_than_20     579
579   Tyg-E                               12/12/1968  LLNL          NNSS                       U2dc_#1       Shaft       15:10:00.08  37.119849   -116.077439   4254              -649              Weapons_Related                      Less_than_20     579
579   Tyg-F                               12/12/1968  LLNL          NNSS                       U2dc_#6       Shaft       15:10:00.08  37.118828   -116.082599   4264              -869              Weapons_Related                      Less_than_20     579
506   Umber                               06/29/1967  LANL          NNSS                       U3em          Shaft       11:25:00.04  37.028519   -116.023488   3988              -1018             Weapons_Effects                      10               506
133   Umbrella                            06/09/1958  LANL/DoD      Enewetak_Atoll             UNKN          Underwater  23:15:00.00  11.378000   162.212000    0                 -150              Weapons_Effects                      8                133
22    Uncle                               11/29/1951  LANL/DoD      NNSS                       U10_Uncle     Crater      20:00:00.00  37.169792   -116.043312   4299              -17               Weapons_Effects                      1.2              22
47    Union                               04/25/1954  LANL          Bikini_Atoll               UNKN          Barge       18:05:00.00  11.679000   165.391500    0                 7                 Weapons_Related                      6900             47
119   Uranus                              03/14/1958  LLNL          NNSS                       U12c.01       Tunnel      22:00:00.00  37.193818   -116.200738   6831              -114              Safety_Experiment                    726              grams         119
163   Valencia                            09/26/1958  LANL          NNSS                       U3r           Shaft       20:00:00.00  37.049538   -116.030696   4029              -484              Safety_Experiment                    .002             163
590   Valise                              03/18/1969  LLNL          NNSS                       U9by          Shaft       14:30:00.12  37.139091   -116.041715   4225              -300              Safety_Experiment                    Less_than_20     590
567   Vat                                 10/10/1968  LLNL          NNSS                       U9cf          Shaft       14:30:00.00  37.133265   -116.043183   4208              -640              Weapons_Related                      Less_than_20     567
957   Vaughn                              03/15/1985  LANL          NNSS                       U3lr          Shaft       16:31:00.10  37.058025   -116.046198   4062              -1396             Weapons_Related                      20_to_150        957
722   Velarde                             04/25/1973  LANL          NNSS                       U3jk          Shaft       22:25:00.07  36.993607   -116.021912   3948              -908              Weapons_Related                      Less_than_20     722
118   Venus                               02/22/1958  LLNL          NNSS                       U12d.01       Tunnel      01:00:00.00  37.193204   -116.201085   6820              -100              Safety_Experiment                    1                gram          118
875   Verdello                            07/31/1980  LANL          NNSS                       U3ku          Shaft       18:19:00.09  37.012995   -116.023615   3970              -1200             Weapons_Related                      Less_than_20     875
952   Vermejo                             10/02/1984  LANL          NNSS                       U4r           Shaft       18:14:00.10  37.085180   -116.053674   4119              -1149             Weapons_Related                      Less_than_20     952
175   Vesta                               10/17/1958  LLNL          NNSS                       S9e           Surface     23:00:00.00  37.122600   -116.035400   4226              0                 Safety_Experiment                    .024             175
1051  Victoria                            06/19/1992  LANL          NNSS                       U3kv          Shaft       16:45:00.00  37.005372   -116.011008   3956              -801              Weapons_Related                      Less_than_20     1051
885   Vide                                04/30/1981  LLNL          NNSS                       U8k           Shaft       14:35:00.08  37.177285   -116.085633   4506              -1061             Weapons_Related                      Less_than_20     885
479   Vigil                               11/22/1966  LLNL          NNSS                       U10ad         Shaft       15:00:00.13  37.169336   -116.049185   4281              -307              Safety_Experiment                    Less_than_20     479
963   Ville                               06/12/1985  LLNL          NNSS                       U4am          Shaft       17:30:00.09  37.088265   -116.084808   4189              -955              Weapons_Related                      Less_than_20     963
953   Villita                             11/10/1984  LANL          NNSS                       U3ld          Shaft       16:40:00.09  37.000056   -116.018245   3952              -1221             Weapons_Related                      Less_than_20     953
585   Vise                                01/30/1969  LANL          NNSS                       U3ej          Shaft       15:00:00.04  37.053271   -116.030130   4038              -1490             Weapons_Related                      20_to_200        585
507   Vito                                07/14/1967  LLNL          NNSS                       U10ab         Shaft       13:30:00.08  37.165201   -116.045800   4280              -317              Safety_Experiment                    Less_than_20     507
467   Vulcan                              06/25/1966  LLNL          NNSS                       U2bd          Shaft       17:13:00.07  37.155257   -116.073029   4354              -1057             Plowshare                            25               467
1003  Waco                                12/01/1987  LANL          NNSS                       U3lu          Shaft       16:30:00.09  36.996362   -116.005332   3946              -600              Weapons_Related                      Less_than_20     1003
404   Wagtail                             03/03/1965  LANL          NNSS                       U3an          Shaft       19:13:00.03  37.064465   -116.038050   4060              -2459             Weapons_Related                      20_to_200        404
125   Wahoo                               05/16/1958  LANL/DoD      Enewetak_Atoll             UNKN          Underwater  01:30:00.00  11.343500   162.174900    0                 -500              Weapons_Effects                      9                125
735   Waller                              10/02/1973  LLNL          NNSS                       U2bz          Shaft       15:15:00.16  37.153864   -116.068579   4333              -1020             Weapons_Related                      Less_than_20     735
136   Walnut                              06/14/1958  LANL          Enewetak_Atoll             UNKN          Barge       18:30:00.00  11.684700   162.239850    0                 7                 Weapons_Related                      1450             136
488   Ward                                02/08/1967  LLNL          NNSS                       U10x          Shaft       15:15:00.13  37.167476   -116.048002   4278              -853              Weapons_Related                      Less_than_20     488
510   Washer                              08/10/1967  LLNL          NNSS                       U10r          Shaft       14:10:00.00  37.156644   -116.048142   4257              -1534             Weapons_Related                      Less_than_20     510
50    Wasp                                02/18/1955  LANL          NNSS                       Area_7        Airdrop     20:00:00.00  37.086535   -116.022735   4195              762               Weapons_Effects                      1                50
58    Wasp_Prime                          03/29/1955  LANL          NNSS                       Area_7        Airdrop     18:00:00.00  37.086535   -116.022735   4194              739               Weapons_Related                      3                58
565   Welder                              10/03/1968  LANL          NNSS                       U3fs          Shaft       14:00:00.04  37.046478   -116.030608   4022              -386              Safety_Experiment                    Less_than_20     565
549   Wembley                             06/05/1968  LANL          NNSS                       U3ey          Shaft       14:21:30.34  37.034796   -116.016922   3998              -781              Weapons_Related                      Less_than_20     549
949   Wexford                             08/30/1984  LLNL          NNSS                       U2cr          Shaft       14:45:00.00  37.143840   -116.126129   4604              -1030             Weapons_Related                      Less_than_20     949
107   Wheeler                             09/06/1957  LLNL          NNSS                       Area_9        Balloon     12:45:00.00  37.134742   -116.041648   4230              500               Weapons_Related                      .197             107
244   White                               05/25/1962  LLNL          NNSS                       U9b           Shaft       15:00:00.15  37.124812   -116.052860   4201              -632              Weapons_Related                      Low              244
1031  Whiteface-A                         12/20/1989  LANL          NNSS                       U3lp          Shaft       22:00:00.06  37.025813   -116.032072   3985              -646              Safety_Experiment                    Less_than_20     1031
1031  Whiteface-B                         12/20/1989  LANL          NNSS                       U3lp          Shaft       22:00:00.06  37.025813   -116.032072   3985              -599              Safety_Experiment                    Less_than_20     1031
113   Whitney                             09/23/1957  LLNL          NNSS                       Area_2        Tower       12:30:00.00  37.138372   -116.118258   4486              500               Weapons_Related                      19               113
273   Wichita                             07/27/1962  LLNL          NNSS                       U9y           Shaft       21:00:00.16  37.129666   -116.057353   4239              -493              Weapons_Related                      Low              273
64    Wigwam                              05/14/1955  LANL/DoD      Pacific                    UNKN          Underwater  20:00:00.00  28.733340   -126.266743   0                 -2000             Weapons_Effects                      30               64
90    Wilson                              06/18/1957  LLNL          NNSS                       Area_9        Balloon     11:45:00.00  37.134742   -116.041648   4230              500               Weapons_Related                      10               90
588   Winch                               02/04/1969  LANL          NNSS                       U3gf          Shaft       15:00:00.04  37.009391   -116.043169   3977              -789              Weapons_Related                      Less_than_20     588
583   Wineskin                            01/15/1969  LLNL          NNSS                       U12r          Shaft       19:30:00.04  37.209080   -116.226276   7514              -1700             Weapons_Related                      20_to_200        583
402   Wishbone                            02/18/1965  LLNL/DoD      NNSS                       U5a           Shaft       16:18:47.15  36.817963   -115.950093   3086              -574              Weapons_Effects                      Less_than_20     402
284   Wolverine                           10/12/1962  LANL          NNSS                       U3av          Shaft       17:00:00.12  37.048734   -116.033427   4027              -241              Weapons_Related                      Low              284
397   Wool                                01/14/1965  LLNL          NNSS                       U9bh          Shaft       16:00:00.14  37.118976   -116.025639   4310              -709              Weapons_Related                      Less_than_20     397
521   Worth                               10/25/1967  LLNL          NNSS                       U10ag         Shaft       14:45:00.08  37.156291   -116.049466   4251              -646              Weapons_Related                      Less_than_20     521
179   Wrangell                            10/22/1958  LLNL          NNSS                       Area_5        Balloon     16:50:00.00  36.797923   -115.929776   3077              1500              Weapons_Related                      .115             179
4     X-Ray                               04/14/1948  LANL          Enewetak_Atoll             UNKN          Tower       18:17:00.00  11.665300   162.234000    0                 200               Weapons_Related                      37               4
48    Yankee                              05/04/1954  LANL          Bikini_Atoll               UNKN          Barge       18:10:00.00  11.679000   165.391500    0                 7                 Weapons_Related                      13500            48
635   Yannigan-Blue                       02/26/1970  LLNL          NNSS                       U2ay_#3       Shaft       15:30:00.04  37.113755   -116.066669   4214              -1193             Weapons_Related                      20_to_200        635
635   Yannigan-Red                        02/26/1970  LLNL          NNSS                       U2ay_#1       Shaft       15:30:00.04  37.116315   -116.062313   4214              -1286             Weapons_Related                      20_to_200        635
635   Yannigan-White                      02/26/1970  LLNL          NNSS                       U2ay_#2       Shaft       15:30:00.04  37.118002   -116.067318   4227              -1295             Weapons_Related                      20_to_200        635
514   Yard                                09/07/1967  LLNL          NNSS                       U10af         Shaft       13:45:00.00  37.153110   -116.053654   4257              -1708             Weapons_Related                      20_to_200        514
128   Yellowwood                          05/26/1958  LANL          Enewetak_Atoll             UNKN          Barge       02:00:00.00  11.659775   162.223408    0                 11                Weapons_Related                      330              128
690   Yerba                               12/14/1971  LANL          NNSS                       U1c           Shaft       21:10:01.04  37.023210   -116.059499   4031              -1089             Weapons_Related                      Less_than_20     690
251   Yeso                                06/10/1962  LANL          Christmas_Island_area      UNKN          Airdrop     16:01:00.00  1.380000    -157.195000   0                 8325              Weapons_Related                      3000             251
5     Yoke                                04/30/1948  LANL          Enewetak_Atoll             UNKN          Tower       18:09:00.00  11.619410   162.313825    0                 200               Weapons_Related                      49               5
274   York                                08/24/1962  LLNL          NNSS                       U9z           Shaft       15:00:00.15  37.118588   -116.040353   4208              -743              Weapons_Related                      Low              274
